time [s],m [kg],Uint energy [J],m_dot vent [kg/s],U int energy solids [J],Q_amb [W],Q_iHEX [W],u_int h2 [J/kg],h H2 [J/kg],T H2 [K],rho H2 [kg/m3],P H2 [Pa],T solids [K],Q oHEX [W]
205,221.3234345,75536960.44,0,2033386.329,25,0,341296.7118,904437.2948,69.76187409,70.15672947,39508101.53,69.89823504,20139.68518
206,221.3206733,75534560.82,0,2033313.694,25,0,341290.1276,904403.8733,69.76073209,70.15585421,39505725.85,69.89725127,20140.0194
207,221.3179121,75532161.44,0,2033240.923,25,0,341283.5442,904370.4543,69.75959017,70.15497895,39503350.32,69.89626561,20140.35359
208,221.3151509,75529762.28,0,2033168.015,25,0,341276.9617,904337.0378,69.75844833,70.15410368,39500974.96,69.89527809,20140.68775
209,221.3123897,75527363.35,0,2033094.974,25,0,341270.3801,904303.6237,69.75730657,70.15322842,39498599.75,69.89428874,20141.02189
210,221.3096285,75524964.64,0,2033021.799,25,0,341263.7993,904270.2121,69.75616488,70.15235316,39496224.7,69.89329757,20141.35601
211,221.3068673,75522566.16,0,2032948.494,25,0,341257.2193,904236.8028,69.75502328,70.15147789,39493849.81,69.89230461,20141.6901
212,221.3041061,75520167.9,0,2032875.059,25,0,341250.6402,904203.396,69.75388175,70.15060263,39491475.07,69.89130987,20142.02417
213,221.3013449,75517769.86,0,2032801.497,25,0,341244.0619,904169.9915,69.75274029,70.14972737,39489100.49,69.89031339,20142.35821
214,221.2985837,75515372.03,0,2032727.809,25,0,341237.4845,904136.5894,69.75159891,70.14885211,39486726.06,69.88931518,20142.69223
215,221.2958225,75512974.43,0,2032653.996,25,0,341230.9078,904103.1897,69.7504576,70.14797684,39484351.79,69.88831527,20143.02623
216,221.2930614,75510577.03,0,2032580.061,25,0,341224.332,904069.7923,69.74931636,70.14710158,39481977.68,69.88731366,20143.36021
217,221.2903002,75508179.86,0,2032506.004,25,0,341217.7569,904036.3972,69.74817519,70.14622632,39479603.71,69.8863104,20143.69416
218,221.287539,75505782.89,0,2032431.827,25,0,341211.1827,904003.0044,69.7470341,70.14535105,39477229.9,69.88530549,20144.02808
219,221.2847778,75503386.14,0,2032357.531,25,0,341204.6092,903969.6138,69.74589307,70.14447579,39474856.24,69.88429895,20144.36199
220,221.2820166,75500989.59,0,2032283.119,25,0,341198.0366,903936.2256,69.74475212,70.14360053,39472482.73,69.88329081,20144.69587
221,221.2792554,75498593.25,0,2032208.591,25,0,341191.4647,903902.8396,69.74361123,70.14272527,39470109.37,69.88228109,20145.02973
222,221.2764942,75496197.12,0,2032133.95,25,0,341184.8935,903869.4558,69.74247041,70.14185,39467736.16,69.8812698,20145.36357
223,221.273733,75493801.19,0,2032059.195,25,0,341178.3232,903836.0742,69.74132965,70.14097474,39465363.11,69.88025697,20145.69739
224,221.2709718,75491405.47,0,2031984.33,25,0,341171.7536,903802.6949,69.74018896,70.14009948,39462990.19,69.87924261,20146.03118
225,221.2682106,75489009.94,0,2031909.355,25,0,341165.1847,903769.3177,69.73904834,70.13922421,39460617.43,69.87822674,20146.36495
226,221.2654494,75486614.62,0,2031834.271,25,0,341158.6166,903735.9427,69.73790778,70.13834895,39458244.82,69.87720939,20146.6987
227,221.2626882,75484219.5,0,2031759.081,25,0,341152.0492,903702.5699,69.73676728,70.13747369,39455872.35,69.87619056,20147.03243
228,221.2599271,75481824.58,0,2031683.784,25,0,341145.4825,903669.1992,69.73562685,70.13659843,39453500.02,69.87517028,20147.36614
229,221.2571659,75479429.85,0,2031608.384,25,0,341138.9166,903635.8307,69.73448647,70.13572316,39451127.85,69.87414857,20147.69982
230,221.2544047,75477035.31,0,2031532.88,25,0,341132.3514,903602.4642,69.73334616,70.1348479,39448755.81,69.87312544,20148.03349
231,221.2516435,75474640.97,0,2031457.275,25,0,341125.7869,903569.0999,69.73220591,70.13397264,39446383.93,69.87210091,20148.36713
232,221.2488823,75472246.83,0,2031381.569,25,0,341119.2231,903535.7376,69.73106571,70.13309737,39444012.18,69.871075,20148.70075
233,221.2461211,75469852.87,0,2031305.764,25,0,341112.66,903502.3774,69.72992558,70.13222211,39441640.58,69.87004772,20149.03435
234,221.2433599,75467459.11,0,2031229.862,25,0,341106.0976,903469.0193,69.7287855,70.13134685,39439269.12,69.8690191,20149.36794
235,221.2405987,75465065.53,0,2031153.862,25,0,341099.5358,903435.6633,69.72764548,70.13047159,39436897.81,69.86798915,20149.7015
236,221.2378375,75462672.14,0,2031077.767,25,0,341092.9748,903402.3092,69.72650552,70.12959632,39434526.63,69.86695788,20150.03504
237,221.2350763,75460278.94,0,2031001.578,25,0,341086.4145,903368.9572,69.72536562,70.12872106,39432155.6,69.86592531,20150.36856
238,221.2323151,75457885.92,0,2030925.296,25,0,341079.8548,903335.6072,69.72422576,70.1278458,39429784.71,69.86489146,20150.70206
239,221.2295539,75455493.09,0,2030848.922,25,0,341073.2958,903302.2592,69.72308597,70.12697053,39427413.95,69.86385634,20151.03554
240,221.1825205,75413111.25,0,2030771.876,25,0,340954.8896,902716.7859,69.70294326,70.11206152,39386094.87,69.86281212,20156.89027
241,221.1285753,75364568.74,0,2030665.397,25,0,340817.9855,902046.0057,69.67945012,70.09496158,39339222.73,69.86136999,20163.59807
242,221.0735511,75315120.06,0,2030533.944,25,0,340679.0343,901362.4689,69.65564492,70.0775196,39291299.3,69.85958809,20170.43344
243,221.0183584,75265580.87,0,2030380.077,25,0,340539.9528,900677.5164,69.63180862,70.06002422,39243250.48,69.85750236,20177.28296
244,220.9631394,75216078.06,0,2030204.192,25,0,340401.0197,899992.8764,69.60797789,70.04252051,39195224,69.85511816,20184.12936
245,220.9079164,75166631.43,0,2030006.251,25,0,340262.2798,899308.8261,69.5841591,70.02501549,39147243.09,69.85243487,20190.96987
246,220.8526927,75117244.12,0,2029786.175,25,0,340123.7405,898625.41,69.56035329,70.00751027,39099311.41,69.84945135,20197.80403
247,220.7974688,75067916.62,0,2029543.913,25,0,339985.4029,897942.6353,69.53656065,69.99000502,39051429.55,69.84616686,20204.63178
248,220.742245,75018648.99,0,2029279.45,25,0,339847.2674,897260.5034,69.51278123,69.97249976,39003597.58,69.84258111,20211.45309
249,220.6870212,74969441.18,0,2028992.801,25,0,339709.3338,896579.0142,69.48901504,69.95499451,38955815.49,69.83869427,20218.26799
250,220.6317973,74920293.11,0,2028684.015,25,0,339571.6019,895898.1674,69.46526208,69.93748925,38908083.25,69.83450693,20225.07645
251,220.5765735,74871204.67,0,2028353.164,25,0,339434.0715,895217.9621,69.4415223,69.91998399,38860400.8,69.83001998,20231.87851
252,220.5213497,74822175.74,0,2028000.346,25,0,339296.7419,894538.3975,69.41779569,69.90247873,38812768.09,69.82523468,20238.67415
253,220.4661258,74773206.16,0,2027625.679,25,0,339159.6128,893859.4724,69.39408217,69.88497348,38765185.04,69.82015253,20245.4634
254,220.410902,74724295.75,0,2027229.3,25,0,339022.6834,893181.1851,69.3703817,69.86746822,38717651.57,69.81477531,20252.24628
255,220.3556781,74675444.33,0,2026811.361,25,0,338885.9532,892503.5343,69.3466942,69.84996296,38670167.61,69.80910499,20259.02279
256,220.3004543,74626651.69,0,2026372.031,25,0,338749.4212,891826.5181,69.32301959,69.8324577,38622733.05,69.80314375,20265.79295
257,220.2452305,74577917.63,0,2025911.491,25,0,338613.0866,891150.1346,69.29935778,69.81495244,38575347.8,69.79689397,20272.55678
258,220.1900066,74529241.9,0,2025429.936,25,0,338476.9486,890474.3817,69.27570868,69.79744719,38528011.76,69.79035815,20279.31431
259,220.1347828,74480624.28,0,2024927.568,25,0,338341.0063,889799.2574,69.25207218,69.77994193,38480724.81,69.78353896,20286.06555
260,220.079559,74432064.5,0,2024404.603,25,0,338205.2586,889124.7593,69.22844817,69.76243667,38433486.86,69.77643919,20292.81054
261,220.0243351,74383562.33,0,2023861.261,25,0,338069.7045,888450.8851,69.20483655,69.74493141,38386297.77,69.76906172,20299.54928
262,219.9691113,74335117.48,0,2023297.773,25,0,337934.343,887777.6324,69.18123719,69.72742616,38339157.44,69.76140955,20306.2818
263,219.9138875,74286729.7,0,2022714.373,25,0,337799.1731,887104.9986,69.15764999,69.7099209,38292065.73,69.75348576,20313.00814
264,219.8586636,74238398.71,0,2022111.305,25,0,337664.1934,886432.9812,69.1340748,69.69241564,38245022.53,69.74529351,20319.72832
265,219.8034398,74190124.22,0,2021488.815,25,0,337529.4031,885761.5776,69.1105115,69.67491038,38198027.71,69.73683602,20326.44235
266,219.7482159,74141905.95,0,2020847.154,25,0,337394.8008,885090.785,69.08695997,69.65740513,38151081.14,69.72811657,20333.15028
267,219.6929921,74093743.62,0,2020186.577,25,0,337260.3855,884420.6008,69.06342007,69.63989987,38104182.7,69.71913848,20339.85212
268,219.6377683,74045636.92,0,2019507.341,25,0,337126.1559,883751.0223,69.03989167,69.62239461,38057332.24,69.70990513,20346.54791
269,219.5825444,73997585.57,0,2018809.708,25,0,336992.1108,883082.0465,69.01637463,69.60488935,38010529.64,69.70041991,20353.23766
270,219.5273206,73949589.28,0,2018093.94,25,0,336858.2491,882413.6708,68.99286881,69.58738409,37963774.77,69.69068626,20359.92142
271,219.4720968,73901647.73,0,2017360.302,25,0,336724.5695,881745.8922,68.96937407,69.56987884,37917067.48,69.68070762,20366.59921
272,219.4168729,73853760.65,0,2016609.059,25,0,336591.0707,881078.708,68.94589028,69.55237358,37870407.65,69.67048747,20373.27105
273,219.3616491,73805927.71,0,2015840.478,25,0,336457.7517,880412.1153,68.92241729,69.53486832,37823795.14,69.66002928,20379.93698
274,219.3064253,73758148.64,0,2015054.825,25,0,336324.6111,879746.1112,68.89895496,69.51736306,37777229.82,69.64933654,20386.59702
275,219.2512014,73710423.12,0,2014252.369,25,0,336191.6476,879080.6929,68.87550315,69.49985781,37730711.55,69.63841274,20393.2512
276,219.1959776,73662750.86,0,2013433.376,25,0,336058.8602,878415.8575,68.85206173,69.48235255,37684240.19,69.62726137,20399.89955
277,219.1407537,73615131.55,0,2012598.113,25,0,335926.2475,877751.6021,68.82863053,69.46484729,37637815.61,69.6158859,20406.54211
278,219.0855299,73567564.91,0,2011746.846,25,0,335793.8083,877087.9238,68.80520944,69.44734203,37591437.68,69.60428981,20413.17889
279,219.0303061,73520050.63,0,2010879.841,25,0,335661.5414,876424.8199,68.7817983,69.42983678,37545106.26,69.59247656,20419.80993
280,218.9750822,73472588.42,0,2009997.361,25,0,335529.4455,875762.2875,68.75839697,69.41233152,37498821.22,69.58044959,20426.43525
281,218.9198584,73425177.98,0,2009099.669,25,0,335397.5195,875100.3237,68.73500532,69.39482626,37452582.43,69.56821234,20433.05489
282,218.8646346,73377819.03,0,2008187.028,25,0,335265.7622,874438.9257,68.71162321,69.377321,37406389.74,69.55576821,20439.66887
283,218.8094107,73330511.26,0,2007259.695,25,0,335134.1722,873778.0907,68.68825049,69.35981574,37360243.04,69.5431206,20446.27722
284,218.7541869,73283254.39,0,2006317.931,25,0,335002.7486,873117.816,68.66488703,69.34231049,37314142.19,69.53027286,20452.87997
285,218.6989631,73236048.14,0,2005361.989,25,0,334871.49,872458.0988,68.64153269,69.32480523,37268087.05,69.51722833,20459.47714
286,218.6437392,73188892.22,0,2004392.125,25,0,334740.3953,871798.9363,68.61818733,69.30729997,37222077.51,69.50399033,20466.06877
287,218.5885154,73141786.34,0,2003408.59,25,0,334609.4633,871140.3259,68.59485083,69.28979471,37176113.43,69.49056214,20472.65487
288,218.5332915,73094730.24,0,2002411.633,25,0,334478.6928,870482.2647,68.57152305,69.27228946,37130194.68,69.47694701,20479.23548
289,218.4780677,73047723.62,0,2001401.501,25,0,334348.0828,869824.7503,68.54820385,69.2547842,37084321.15,69.46314817,20485.81063
290,218.4228439,73000766.22,0,2000378.439,25,0,334217.6321,869167.7798,68.5248931,69.23727894,37038492.7,69.44916879,20492.38033
291,218.36762,72953857.76,0,1999342.688,25,0,334087.3395,868511.3507,68.50159068,69.21977368,36992709.21,69.43501204,20498.94462
292,218.3123962,72906997.98,0,1998294.489,25,0,333957.2039,867855.4604,68.47829645,69.20226843,36946970.56,69.42068103,20505.50352
293,218.2571724,72860186.61,0,1997234.076,25,0,333827.2244,867200.1064,68.4550103,69.18476317,36901276.62,69.40617885,20512.05706
294,218.2019485,72813423.39,0,1996161.685,25,0,333697.3996,866545.286,68.43173208,69.16725791,36855627.29,69.39150855,20518.60527
295,218.1467247,72766708.05,0,1995077.546,25,0,333567.7287,865890.9969,68.40846169,69.14975265,36810022.43,69.37667314,20525.14816
296,218.0915009,72720040.33,0,1993981.888,25,0,333438.2104,865237.2364,68.38519899,69.13224739,36764461.93,69.36167559,20531.68576
297,218.036277,72673420,0,1992874.935,25,0,333308.8439,864584.0023,68.36194387,69.11474214,36718945.68,69.34651885,20538.21811
298,217.9810532,72626846.78,0,1991756.909,25,0,333179.6279,863931.2919,68.33869621,69.09723688,36673473.55,69.33120581,20544.74521
299,217.9258293,72580320.44,0,1990628.031,25,0,333050.5616,863279.1031,68.31545588,69.07973162,36628045.44,69.31573933,20551.2671
300,217.8706055,72533840.73,0,1989488.516,25,0,332921.6438,862627.4333,68.29222277,69.06222636,36582661.24,69.30012224,20557.7838
301,217.8154115,72487433.14,0,1988338.578,25,0,332792.9436,861976.6395,68.26900889,69.04473057,36537346.55,69.28435732,20564.29173
302,217.7602521,72441101.35,0,1987178.458,25,0,332664.4755,861326.7735,68.24581756,69.02724572,36492103.34,69.26844772,20570.79039
303,217.7051278,72394845.65,0,1986008.388,25,0,332536.2385,860677.8417,68.22264851,69.00977204,36446932.65,69.25239651,20577.27971
304,217.650039,72348665.82,0,1984828.595,25,0,332408.2312,860029.8416,68.19950149,68.99230956,36401834.51,69.23620665,20583.75971
305,217.5949855,72302561.55,0,1983639.3,25,0,332280.4523,859382.7704,68.17637639,68.9748583,36356808.75,69.21988106,20590.23042
306,217.5399674,72256532.53,0,1982440.723,25,0,332152.9006,858736.6249,68.15327308,68.95741826,36311855.18,69.2034226,20596.69188
307,217.4849847,72210578.44,0,1981233.077,25,0,332025.575,858091.4021,68.13019146,68.93998943,36266973.63,69.18683408,20603.14411
308,217.4300373,72164698.99,0,1980016.574,25,0,331898.4741,857447.0989,68.1071314,68.92257181,36222163.91,69.17011829,20609.58714
309,217.3751253,72118893.87,0,1978791.423,25,0,331771.597,856803.7122,68.08409279,68.90516541,36177425.83,69.15327795,20616.02101
310,217.3202487,72073162.77,0,1977557.829,25,0,331644.9424,856161.2389,68.06107551,68.88777023,36132759.22,69.13631577,20622.44574
311,217.2654075,72027505.4,0,1976315.992,25,0,331518.5091,855519.6762,68.03807946,68.87038625,36088163.89,69.11923437,20628.86137
312,217.2106017,71981921.47,0,1975066.112,25,0,331392.2962,854879.0211,68.01510452,68.8530135,36043639.67,69.10203638,20635.26792
313,217.1558312,71936410.68,0,1973808.382,25,0,331266.3023,854239.2707,67.99215059,68.83565195,35999186.37,69.08472435,20641.66542
314,217.1010961,71890972.75,0,1972542.996,25,0,331140.5266,853600.4222,67.96921756,68.81830163,35954803.83,69.06730079,20648.05391
315,217.0463964,71845607.4,0,1971270.14,25,0,331014.9679,852962.4726,67.94630533,68.80096251,35910491.86,69.04976819,20654.4334
316,216.9917321,71800314.35,0,1969990,25,0,330889.625,852325.4192,67.92341379,68.78363461,35866250.3,69.03212899,20660.80394
317,216.9371032,71755093.32,0,1968702.758,25,0,330764.4971,851689.2592,67.90054285,68.76631793,35822078.98,69.01438556,20667.16554
318,216.8825096,71709944.04,0,1967408.593,25,0,330639.583,851053.9899,67.87769241,68.74901246,35777977.73,68.99654027,20673.51823
319,216.8279514,71664866.24,0,1966107.681,25,0,330514.8818,850419.6086,67.85486236,68.7317182,35733946.38,68.97859543,20679.86204
320,216.7734286,71619859.65,0,1964800.193,25,0,330390.3924,849786.1127,67.83205262,68.71443516,35689984.76,68.96055332,20686.197
321,216.7189412,71574924.02,0,1963486.299,25,0,330266.1138,849153.4994,67.80926309,68.69716334,35646092.71,68.94241615,20692.52313
322,216.6644891,71530059.08,0,1962166.167,25,0,330142.0451,848521.7663,67.78649367,68.67990272,35602270.06,68.92418614,20698.84047
323,216.6100725,71485264.58,0,1960839.958,25,0,330018.1853,847890.9108,67.76374428,68.66265333,35558516.66,68.90586542,20705.14902
324,216.5556912,71440540.26,0,1959507.833,25,0,329894.5334,847260.9302,67.74101483,68.64541514,35514832.35,68.88745612,20711.44883
325,216.5013452,71395885.87,0,1958169.951,25,0,329771.0886,846631.8222,67.71830523,68.62818818,35471216.95,68.86896031,20717.73991
326,216.4470347,71351301.18,0,1956826.465,25,0,329647.8499,846003.5842,67.69561539,68.61097242,35427670.33,68.85038003,20724.02229
327,216.3927595,71306785.93,0,1955477.526,25,0,329524.8163,845376.2139,67.67294524,68.59376788,35384192.32,68.83171729,20730.29599
328,216.3385198,71262339.89,0,1954123.285,25,0,329401.987,844749.7087,67.65029469,68.57657456,35340782.76,68.81297405,20736.56104
329,216.2843154,71217962.81,0,1952763.887,25,0,329279.3612,844124.0664,67.62766365,68.55939245,35297441.51,68.79415224,20742.81746
330,216.2301463,71173654.47,0,1951399.474,25,0,329156.9379,843499.2846,67.60505205,68.54222156,35254168.41,68.77525376,20749.06528
331,216.1760127,71129414.64,0,1950030.189,25,0,329034.7163,842875.361,67.58245981,68.52506188,35210963.31,68.75628046,20755.30452
332,216.1219144,71085243.07,0,1948656.168,25,0,328912.6955,842252.2932,67.55988686,68.50791341,35167826.06,68.73723417,20761.5352
333,216.0678515,71041139.56,0,1947277.547,25,0,328790.8747,841630.0791,67.53733311,68.49077616,35124756.51,68.71811669,20767.75734
334,216.013824,70997103.87,0,1945894.458,25,0,328669.2531,841008.7164,67.5147985,68.47365012,35081754.52,68.69892976,20773.97096
335,215.9598319,70953135.79,0,1944507.032,25,0,328547.8299,840388.2029,67.49228296,68.4565353,35038819.94,68.67967511,20780.1761
336,215.9058752,70909235.1,0,1943115.396,25,0,328426.6042,839768.5364,67.4697864,68.43943169,34995952.62,68.66035444,20786.37276
337,215.8519538,70865401.58,0,1941719.675,25,0,328305.5754,839149.7148,67.44730877,68.4223393,34953152.43,68.6409694,20792.56098
338,215.7980678,70821635.03,0,1940319.992,25,0,328184.7426,838531.7359,67.42484999,68.40525812,34910419.22,68.62152161,20798.74077
339,215.7442172,70777935.23,0,1938916.467,25,0,328064.105,837914.5977,67.40241,68.38818816,34867752.85,68.60201268,20804.91215
340,215.6904019,70734301.98,0,1937509.217,25,0,327943.6619,837298.2982,67.37998874,68.37112941,34825153.18,68.58244417,20811.07515
341,215.6366221,70690735.07,0,1936098.359,25,0,327823.4126,836682.8351,67.35758613,68.35408187,34782620.08,68.56281761,20817.22978
342,215.5828776,70647234.3,0,1934684.005,25,0,327703.3563,836068.2067,67.33520212,68.33704555,34740153.39,68.54313452,20823.37606
343,215.5291685,70603799.47,0,1933266.266,25,0,327583.4923,835454.4107,67.31283664,68.32002045,34697753,68.52339636,20829.51402
